,img_name,img_source,fire,pos_y,pos_x,wind_direction,wind_strength
44,0044-71619_sat_81,DeepGlobe,True,106.0,203.0,0.0658573317328096,0.30074294059427575
45,0045-498049_sat_52,DeepGlobe,True,78.0,94.0,6.043838330544722,0.32563073895916317
46,0046-345134_sat_00,DeepGlobe,False,,,,
47,0047-176225_sat_73,DeepGlobe,True,137.0,233.0,3.622879702190988,0.5853461350770262
48,0048-767012_sat_05,DeepGlobe,False,,,,
49,0049-868003_sat_21,DeepGlobe,True,100.0,97.0,0.3331948473570127,0.6506595608122783
50,0050-215525_sat_81,DeepGlobe,True,176.0,115.0,5.249164456416156,0.041930348671702755
51,0051-a042,RSSCN7,True,123.0,134.0,5.056267824490699,0.5562642602064094
52,0052-679507_sat_87,DeepGlobe,True,227.0,34.0,5.310219561651449,0.07346803724849399
53,0053-679507_sat_86,DeepGlobe,True,217.0,137.0,3.4489018340636,0.39267732596698496
54,0054-a092,RSSCN7,True,107.0,84.0,0.8526319782934014,0.6799451080307374
55,0055-204494_sat_25,DeepGlobe,False,,,,
56,0056-925425_sat_48,DeepGlobe,True,227.0,68.0,4.663572611921313,0.3054130909594239
57,0057-740937_sat_38,DeepGlobe,True,115.0,78.0,2.2961178963054434,0.6803375815958068
58,0058-a386,RSSCN7,True,69.0,138.0,4.14322984419997,0.039965837377091085
59,0059-454655_sat_74,DeepGlobe,False,,,,
60,0060-740937_sat_64,DeepGlobe,True,129.0,107.0,4.5681054487018775,0.8240734327390571
61,0061-134465_sat_44,DeepGlobe,True,206.0,68.0,2.763292463743645,0.6090746949976455
62,0062-877160_sat_70,DeepGlobe,True,75.0,69.0,0.6873960530298423,0.46076532810576065
63,0063-749375_sat_67,DeepGlobe,True,76.0,98.0,2.3002132764436247,0.3396442454654494
64,0064-15573_sat_16,DeepGlobe,False,,,,
65,0065-d295,RSSCN7,True,90.0,239.0,1.9060904256409763,0.6085036582020059
66,0066-b045,RSSCN7,True,237.0,14.0,3.1911610644644255,0.6630757947614281
67,0067-739122_sat_78,DeepGlobe,False,,,,
68,0068-533952_sat_23,DeepGlobe,True,150.0,194.0,4.557996603298092,0.10596964294972816
69,0069-182422_sat_12,DeepGlobe,True,91.0,239.0,4.84035850178429,0.20335325234889517
70,0070-b397,RSSCN7,True,151.0,203.0,2.7177091035996046,0.7482779515400383
71,0071-e337,RSSCN7,False,,,,
72,0072-644150_sat_56,DeepGlobe,True,226.0,99.0,2.571720633655902,0.25934072495947663
73,0073-255876_sat_46,DeepGlobe,True,100.0,181.0,3.483257035172274,0.07816443016505209
74,0074-134465_sat_16,DeepGlobe,True,154.0,182.0,4.087162255615887,0.12356792820929197
75,0075-226788_sat_30,DeepGlobe,True,74.0,240.0,4.2662272380072315,0.19824382091243864
76,0076-935318_sat_30,DeepGlobe,True,111.0,227.0,2.1617285336809555,0.49772526706137027
77,0077-406425_sat_77,DeepGlobe,True,103.0,130.0,4.393182892893344,0.7866127954190703
78,0078-a371,RSSCN7,True,21.0,59.0,6.085648175171582,0.665402930901504
79,0079-a110,RSSCN7,True,197.0,151.0,2.915652859775997,0.3462549817606607
80,0080-226788_sat_84,DeepGlobe,True,127.0,151.0,0.8069108642951274,0.4054387984772681
81,0081-943943_sat_33,DeepGlobe,True,95.0,74.0,3.8159337392173227,0.28893735417128785
82,0082-299287_sat_41,DeepGlobe,False,,,,
83,0083-345134_sat_35,DeepGlobe,False,,,,
84,0084-7906_sat_64,DeepGlobe,True,131.0,112.0,4.244867883109002,0.8790600202548232
85,0085-76759_sat_73,DeepGlobe,True,33.0,38.0,0.012662582865881433,0.39990598518164644
86,0086-299287_sat_14,DeepGlobe,False,,,,
87,0087-126796_sat_43,DeepGlobe,False,,,,
88,0088-13415_sat_24,DeepGlobe,False,,,,
89,0089-351271_sat_56,DeepGlobe,True,126.0,152.0,0.7638036673828172,0.3248171215226383
90,0090-b085,RSSCN7,True,153.0,212.0,2.2043628201224066,0.4693159330656914
91,0091-126796_sat_81,DeepGlobe,False,,,,
92,0092-967818_sat_26,DeepGlobe,False,,,,
93,0093-296279_sat_61,DeepGlobe,True,239.0,161.0,2.768308753043339,0.3041552298961874
94,0094-524056_sat_33,DeepGlobe,True,171.0,203.0,5.845434193527787,0.06546313328464193
95,0095-156574_sat_35,DeepGlobe,True,146.0,52.0,5.165593232929059,0.7043165498365425
96,0096-624916_sat_72,DeepGlobe,True,19.0,151.0,5.068114767272493,0.4642949534690396
97,0097-774779_sat_27,DeepGlobe,True,29.0,65.0,4.088922411860277,0.6510208149248033
98,0098-736869_sat_86,DeepGlobe,True,192.0,149.0,5.413301771137412,0.4181348667639608
99,0099-830444_sat_75,DeepGlobe,True,127.0,81.0,1.2112960923398526,0.18876109194730628
100,0100-866782_sat_02,DeepGlobe,True,165.0,137.0,5.798073188419612,0.6168176422788281
101,0101-291214_sat_20,DeepGlobe,True,110.0,63.0,4.817301440969586,0.996240304724483
102,0102-182422_sat_51,DeepGlobe,False,,,,
103,0103-6399_sat_50,DeepGlobe,False,,,,
104,0104-162310_sat_70,DeepGlobe,True,103.0,159.0,0.915125513288921,0.4616835461588663
105,0105-632489_sat_18,DeepGlobe,False,,,,
106,0106-850510_sat_74,DeepGlobe,True,153.0,189.0,0.28769725728359824,0.33127712803123965
107,0107-340898_sat_74,DeepGlobe,True,99.0,77.0,1.0997456490948592,0.29596573841616325
108,0108-850510_sat_42,DeepGlobe,True,214.0,142.0,3.931934763801939,0.46993817018292905
109,0109-434243_sat_74,DeepGlobe,True,62.0,138.0,0.8601737579071453,0.5451147960033134
110,0110-918446_sat_45,DeepGlobe,True,136.0,159.0,0.7324647307213754,0.17209813029118542
111,0111-134465_sat_58,DeepGlobe,True,201.0,147.0,1.1406567462068984,0.5936894480233815
112,0112-a275,RSSCN7,True,156.0,190.0,0.89672259823618,0.21212407659071386
113,0113-33573_sat_88,DeepGlobe,False,,,,
114,0114-a300,RSSCN7,True,14.0,20.0,1.829038761988143,0.3961924808729409
115,0115-b212,RSSCN7,True,80.0,151.0,3.358502186081957,0.2849948668747
116,0116-524056_sat_71,DeepGlobe,True,137.0,102.0,3.708575016033206,0.3678397822881796
117,0117-133209_sat_26,DeepGlobe,False,,,,
118,0118-122104_sat_42,DeepGlobe,True,176.0,134.0,5.905691148910318,0.2101081846186476
119,0119-810368_sat_23,DeepGlobe,True,56.0,122.0,0.5250317689476932,0.12194590368367891
120,0120-192918_sat_38,DeepGlobe,False,,,,
121,0121-940229_sat_41,DeepGlobe,True,87.0,210.0,0.6342833300719077,0.40843110261039883
122,0122-918446_sat_13,DeepGlobe,True,118.0,90.0,6.215755412569931,0.5348545904882477
123,0123-e355,RSSCN7,False,,,,
124,0124-882451_sat_77,DeepGlobe,False,,,,
125,0125-644103_sat_77,DeepGlobe,True,98.0,100.0,0.2452159698142617,0.2654656682190323
126,0126-880610_sat_43,DeepGlobe,False,,,,
127,0127-417313_sat_43,DeepGlobe,True,193.0,110.0,1.9830330426868328,0.4914941571452299
128,0128-24813_sat_20,DeepGlobe,True,167.0,79.0,1.1952571531683496,0.7064897316925468
129,0129-463855_sat_38,DeepGlobe,True,137.0,128.0,3.77800758955874,0.4473301163909314
130,0130-880610_sat_87,DeepGlobe,False,,,,
131,0131-d324,RSSCN7,True,49.0,244.0,3.192975825628443,0.6215826548608383
132,0132-499418_sat_56,DeepGlobe,False,,,,
133,0133-3484_sat_86,DeepGlobe,True,211.0,203.0,5.236760873437626,0.8587136188489204
134,0134-499418_sat_60,DeepGlobe,True,78.0,134.0,1.4100684973894382,0.9540674971375236
135,0135-210473_sat_05,DeepGlobe,False,,,,
136,0136-940229_sat_21,DeepGlobe,True,114.0,191.0,3.890206638725076,0.27543813527107075
137,0137-877160_sat_68,DeepGlobe,True,108.0,34.0,2.002770268163947,0.6388698839779912
138,0138-a087,RSSCN7,False,,,,
139,0139-739122_sat_77,DeepGlobe,False,,,,
140,0140-134465_sat_74,DeepGlobe,False,,,,
141,0141-a040,RSSCN7,True,82.0,78.0,5.642039408221798,0.5490806803676962
142,0142-877160_sat_80,DeepGlobe,True,80.0,151.0,2.022456573234359,0.17707779311685418
143,0143-876248_sat_67,DeepGlobe,True,133.0,98.0,0.9282522654147081,0.5278191868362104
144,0144-148381_sat_85,DeepGlobe,True,60.0,113.0,3.524061306636241,0.6857652336139551
145,0145-15573_sat_51,DeepGlobe,False,,,,
146,0146-784518_sat_88,DeepGlobe,False,,,,
147,0147-457982_sat_11,DeepGlobe,False,,,,
148,0148-d270,RSSCN7,True,157.0,155.0,4.895825152801575,0.8725894899700856
149,0149-b259,RSSCN7,True,137.0,74.0,1.9934670773711316,0.7218636268770382
150,0150-d385,RSSCN7,True,128.0,164.0,6.000074077644479,0.3604340290116094
151,0151-406425_sat_76,DeepGlobe,True,110.0,166.0,0.6780148213206504,0.7951341566056328
152,0152-a074,RSSCN7,False,,,,
153,0153-848728_sat_77,DeepGlobe,False,,,,
154,0154-147716_sat_30,DeepGlobe,True,197.0,30.0,1.8629385472190625,0.1936685486560984
155,0155-830444_sat_63,DeepGlobe,True,178.0,78.0,4.753191962448123,0.11767765422791865
156,0156-202277_sat_53,DeepGlobe,False,,,,
157,0157-a089,RSSCN7,True,168.0,124.0,1.1557875380319251,0.7744749172126975
158,0158-499418_sat_67,DeepGlobe,True,199.0,117.0,2.7986719211754028,0.5422549507336213
159,0159-736869_sat_55,DeepGlobe,True,14.0,73.0,0.5827401565707692,0.5364794997039114
160,0160-d194,RSSCN7,False,,,,
161,0161-255876_sat_84,DeepGlobe,True,105.0,150.0,5.0437409012782535,0.23817515050992716
162,0162-e013,RSSCN7,True,87.0,79.0,0.5980726959240156,0.46418436359390775
163,0163-d254,RSSCN7,True,119.0,40.0,0.7804994658897986,0.35067420749824135
164,0164-858771_sat_14,DeepGlobe,True,37.0,55.0,6.271474731386358,0.2527926742558153
165,0165-626208_sat_57,DeepGlobe,True,88.0,203.0,1.160845173566969,0.554576735122165
166,0166-111335_sat_03,DeepGlobe,True,99.0,161.0,3.439318362189621,0.7384991824646544
167,0167-a308,RSSCN7,True,119.0,162.0,4.872084844573432,0.3058123435988508
168,0168-899693_sat_81,DeepGlobe,True,168.0,225.0,2.4857311044566934,0.029788392359203164
169,0169-a304,RSSCN7,True,146.0,184.0,2.48007688641912,0.5758138564843425
170,0170-d393,RSSCN7,True,175.0,104.0,0.6901900294036406,0.6045833390575325
171,0171-351271_sat_53,DeepGlobe,True,131.0,181.0,2.408834007323851,0.31302901176182596
172,0172-650253_sat_56,DeepGlobe,True,104.0,166.0,2.691591746232709,0.5584690053293208
173,0173-20187_sat_46,DeepGlobe,False,,,,
174,0174-352808_sat_26,DeepGlobe,True,35.0,228.0,4.315681361912804,0.3147439416629503
175,0175-277994_sat_81,DeepGlobe,False,,,,
176,0176-784140_sat_68,DeepGlobe,True,30.0,141.0,4.398843967326473,0.7570047788837766
177,0177-626208_sat_87,DeepGlobe,True,129.0,13.0,0.749057912573145,0.45980423846780405
178,0178-361129_sat_20,DeepGlobe,True,167.0,232.0,2.7111316287326344,0.7395512522712447
179,0179-560353_sat_74,DeepGlobe,True,145.0,66.0,5.553690938738743,0.5042629612215555
180,0180-210473_sat_51,DeepGlobe,False,,,,
181,0181-897901_sat_10,DeepGlobe,True,45.0,113.0,0.08445582716987945,0.4798838666520474
182,0182-524518_sat_84,DeepGlobe,True,87.0,111.0,2.5710992554767977,0.589919882632099
183,0183-876248_sat_62,DeepGlobe,True,68.0,141.0,0.49620756262956267,0.8487873118334862
184,0184-e170,RSSCN7,True,215.0,161.0,4.406000628237519,0.1277087869829741
185,0185-24813_sat_74,DeepGlobe,True,151.0,77.0,1.5287455446077856,0.5459954655432178
186,0186-242583_sat_83,DeepGlobe,True,142.0,145.0,3.483895476605529,0.28271050620155086
187,0187-940229_sat_32,DeepGlobe,True,150.0,69.0,5.576998509034062,0.6923761252677039
188,0188-156574_sat_80,DeepGlobe,True,84.0,162.0,4.0126588861735755,0.0933545311816994
189,0189-27460_sat_34,DeepGlobe,True,49.0,146.0,4.117438518684967,0.7010813800031478
190,0190-897901_sat_58,DeepGlobe,True,68.0,78.0,4.526752297705227,0.2707777815992372
191,0191-918446_sat_17,DeepGlobe,True,33.0,111.0,3.683020907274741,0.486900536251465
192,0192-940229_sat_51,DeepGlobe,False,,,,
193,0193-876248_sat_44,DeepGlobe,True,157.0,167.0,0.6019476768098894,0.1272254418328011
194,0194-122104_sat_63,DeepGlobe,True,242.0,92.0,0.32405807749350196,0.37422418275076086
195,0195-119079_sat_63,DeepGlobe,True,73.0,11.0,5.399143292952354,0.41898060635821555
196,0196-15573_sat_07,DeepGlobe,False,,,,
197,0197-255876_sat_68,DeepGlobe,True,226.0,156.0,5.074651857476424,0.499785017423855
198,0198-b274,RSSCN7,False,,,,
199,0199-626208_sat_04,DeepGlobe,True,168.0,183.0,6.178314720874283,0.6887282106133665
200,0200-992507_sat_37,DeepGlobe,False,,,,
201,0201-13415_sat_16,DeepGlobe,False,,,,
202,0202-d328,RSSCN7,True,80.0,238.0,4.949313169624189,0.6985946289077438
203,0203-736869_sat_56,DeepGlobe,True,80.0,27.0,5.34402657623914,0.3191505293697222
204,0204-533952_sat_15,DeepGlobe,False,,,,
205,0205-71619_sat_72,DeepGlobe,True,132.0,176.0,3.9532040644515716,0.6298723312327864
206,0206-457982_sat_02,DeepGlobe,False,,,,
207,0207-866782_sat_84,DeepGlobe,True,85.0,102.0,4.863823642088828,0.8033280955452732
208,0208-534154_sat_31,DeepGlobe,True,106.0,217.0,5.258921660041167,0.6217050270289798
209,0209-e280,RSSCN7,True,123.0,90.0,3.3657309086328544,0.7229723318025488
210,0210-961407_sat_64,DeepGlobe,False,,,,
211,0211-691384_sat_67,DeepGlobe,False,,,,
212,0212-825816_sat_34,DeepGlobe,True,160.0,104.0,6.094100540522743,0.5530666921490177
213,0213-827126_sat_05,DeepGlobe,False,,,,
214,0214-533952_sat_33,DeepGlobe,True,97.0,227.0,4.6857746374165306,0.41096319057411007
215,0215-d019,RSSCN7,True,62.0,111.0,0.32282638821598,0.5388092686272287
216,0216-858771_sat_11,DeepGlobe,True,147.0,161.0,4.476975049474912,0.6857441764476275
217,0217-848728_sat_51,DeepGlobe,False,,,,
218,0218-e139,RSSCN7,True,237.0,141.0,3.0873664738157895,0.7920966970135441
219,0219-463855_sat_58,DeepGlobe,True,199.0,191.0,4.741008714919689,0.8099984112394878
220,0220-111335_sat_86,DeepGlobe,True,242.0,87.0,0.38387659590100937,0.3062888582269444
221,0221-d052,RSSCN7,True,192.0,126.0,1.009752583966033,0.24924342770691088
222,0222-296279_sat_55,DeepGlobe,True,185.0,100.0,5.449998855257536,0.27594816949228207
223,0223-434243_sat_71,DeepGlobe,False,,,,
224,0224-a390,RSSCN7,True,112.0,231.0,5.394249438105108,0.39926516080672286
225,0225-b217,RSSCN7,False,,,,
226,0226-565914_sat_18,DeepGlobe,True,195.0,18.0,1.688917877847954,0.9746113134158463
227,0227-632489_sat_43,DeepGlobe,True,100.0,83.0,0.4967207579602846,0.5734410599139395
228,0228-778804_sat_57,DeepGlobe,True,172.0,198.0,4.3876474054524754,0.252630364433281
229,0229-943943_sat_27,DeepGlobe,True,60.0,191.0,2.7662761353029923,0.06979065277737845
230,0230-d062,RSSCN7,True,209.0,225.0,3.4689354397763057,0.9009998985951821
231,0231-e356,RSSCN7,True,87.0,128.0,0.8668859185262474,0.7713219036627292
232,0232-868003_sat_20,DeepGlobe,True,146.0,33.0,4.218088346497803,0.4513260737931636
233,0233-162310_sat_56,DeepGlobe,True,105.0,182.0,4.071170720383014,0.0016533757167765395
234,0234-981253_sat_60,DeepGlobe,True,112.0,63.0,5.133931997681461,0.8202101622095517
235,0235-a389,RSSCN7,True,84.0,111.0,1.919007609690702,0.7843319328057784
236,0236-392711_sat_64,DeepGlobe,True,151.0,101.0,1.9347992773081064,0.27214070973604276
237,0237-875328_sat_07,DeepGlobe,True,53.0,170.0,0.5211682533687042,0.23193670986445464
238,0238-880610_sat_86,DeepGlobe,False,,,,
239,0239-619800_sat_87,DeepGlobe,False,,,,
240,0240-351271_sat_68,DeepGlobe,True,37.0,115.0,2.447136177444281,0.7005831666614384
241,0241-866782_sat_74,DeepGlobe,True,77.0,238.0,3.6851368635666386,0.32022050080428754
242,0242-534154_sat_24,DeepGlobe,True,154.0,36.0,5.694810748506353,0.07321606926209268
243,0243-226788_sat_43,DeepGlobe,True,180.0,123.0,2.4664147501017655,0.43340682713351886
244,0244-6399_sat_85,DeepGlobe,False,,,,
245,0245-d284,RSSCN7,True,108.0,204.0,5.672698102296903,0.1866478005071059
246,0246-226788_sat_68,DeepGlobe,True,139.0,152.0,2.3506578708318133,0.5252701076712476
247,0247-784518_sat_67,DeepGlobe,True,99.0,74.0,6.2647708585849236,0.09012004575880733
248,0248-34359_sat_42,DeepGlobe,True,152.0,136.0,1.9518564736814525,0.5789997417318848
249,0249-10452_sat_08,DeepGlobe,True,145.0,207.0,5.808427707375606,0.21319147692112494
250,0250-810368_sat_33,DeepGlobe,False,,,,
251,0251-33573_sat_74,DeepGlobe,False,,,,
252,0252-d240,RSSCN7,False,,,,
253,0253-855_sat_60,DeepGlobe,True,142.0,167.0,4.5265236316143005,0.5633323863088884
254,0254-632489_sat_83,DeepGlobe,False,,,,
255,0255-e049,RSSCN7,True,151.0,148.0,1.8853115517771875,0.05502230055349944
256,0256-940229_sat_33,DeepGlobe,True,197.0,175.0,2.945000825995097,0.29643974080480984
257,0257-621206_sat_74,DeepGlobe,False,,,,
258,0258-534154_sat_68,DeepGlobe,True,54.0,212.0,1.4618437530321722,0.679967356487361
259,0259-875328_sat_24,DeepGlobe,True,138.0,84.0,1.6117402680600086,0.7856029503616206
260,0260-316446_sat_10,DeepGlobe,True,61.0,159.0,1.5317145718316427,0.7839819311621392
261,0261-626208_sat_40,DeepGlobe,False,,,,
262,0262-24813_sat_73,DeepGlobe,True,122.0,222.0,2.3196811152302232,0.7963074970061702
263,0263-351271_sat_76,DeepGlobe,True,130.0,182.0,0.05447870812672288,0.305702123040066
264,0264-a352,RSSCN7,True,131.0,118.0,0.9116364328346518,0.6156368462642703
265,0265-825816_sat_67,DeepGlobe,True,209.0,99.0,5.881261463473897,0.8916334090053628
266,0266-e007,RSSCN7,True,145.0,181.0,2.061042706075188,0.28130920037094365
267,0267-850510_sat_31,DeepGlobe,True,104.0,61.0,0.4451693881034966,0.8318270480696978
268,0268-316446_sat_25,DeepGlobe,True,150.0,114.0,3.0534994095872707,0.20461914959263872
269,0269-897901_sat_75,DeepGlobe,True,132.0,212.0,5.816740074010148,0.061629742180465186
270,0270-518833_sat_65,DeepGlobe,True,166.0,116.0,0.17626421271509113,0.4370076029246915
271,0271-338661_sat_16,DeepGlobe,True,193.0,85.0,5.803780960685985,0.4499856007558444
272,0272-749375_sat_21,DeepGlobe,True,149.0,184.0,3.260834829822408,0.6619914767890208
273,0273-d210,RSSCN7,True,201.0,114.0,1.2176232540194272,0.048711241458607335
274,0274-875328_sat_16,DeepGlobe,True,167.0,196.0,1.4829918115946095,0.667382369399463
275,0275-7906_sat_20,DeepGlobe,True,163.0,91.0,4.133317574870936,0.7299593861855176
276,0276-626208_sat_82,DeepGlobe,True,223.0,23.0,5.430716020259721,0.09668244447241114
277,0277-296279_sat_46,DeepGlobe,True,179.0,118.0,1.966288924418538,0.138798287709074
278,0278-b102,RSSCN7,True,181.0,89.0,4.051334011584583,0.6478134502204418
279,0279-71125_sat_02,DeepGlobe,True,86.0,53.0,3.1517785000624454,0.48010980926078195
280,0280-736869_sat_81,DeepGlobe,True,60.0,217.0,3.8230712878489737,0.26451287069146545
281,0281-644103_sat_26,DeepGlobe,True,96.0,199.0,2.837871416943251,0.8638377831883404
282,0282-e246,RSSCN7,True,41.0,185.0,5.722117896088764,0.664813923081544
283,0283-361129_sat_26,DeepGlobe,True,172.0,137.0,3.024850905198333,0.1431641362921075
284,0284-392711_sat_54,DeepGlobe,True,181.0,69.0,0.7370503902107822,0.6259286512859871
285,0285-d342,RSSCN7,True,135.0,187.0,3.497294145631262,0.9567434564374674
286,0286-392711_sat_53,DeepGlobe,True,232.0,77.0,3.128759381407546,0.2554889997836235
287,0287-33573_sat_26,DeepGlobe,False,,,,
288,0288-626208_sat_58,DeepGlobe,True,153.0,63.0,6.28155835753923,0.7247147633166002
289,0289-134465_sat_63,DeepGlobe,True,180.0,149.0,6.266935496914056,0.5988655977800388
290,0290-334677_sat_57,DeepGlobe,False,,,,
291,0291-361129_sat_64,DeepGlobe,True,173.0,105.0,3.3465784718324194,0.39301011418646603
292,0292-434243_sat_54,DeepGlobe,False,,,,
293,0293-939614_sat_20,DeepGlobe,True,12.0,164.0,6.257822047849991,0.6771381883871955
294,0294-e363,RSSCN7,True,93.0,214.0,1.7065493220954273,0.3106844416273102
295,0295-d170,RSSCN7,True,141.0,68.0,4.854230330582136,0.16729852765803738
296,0296-906113_sat_25,DeepGlobe,True,106.0,84.0,3.127813545182069,0.651893507126571
297,0297-34359_sat_84,DeepGlobe,False,,,,
298,0298-524518_sat_41,DeepGlobe,True,141.0,155.0,1.5957867200749645,0.9204260453073685
299,0299-943943_sat_40,DeepGlobe,True,94.0,144.0,1.7328896728544203,0.727751767157341
300,0300-d294,RSSCN7,True,124.0,44.0,2.7343562234226244,0.2354905644563729
301,0301-e196,RSSCN7,True,67.0,40.0,3.841402762661224,0.3824816669786749
302,0302-3484_sat_51,DeepGlobe,True,118.0,151.0,3.9922457691441586,0.3885396828114625
303,0303-b029,RSSCN7,False,,,,
304,0304-428597_sat_05,DeepGlobe,True,207.0,95.0,5.236637259593966,0.8930245489827118
305,0305-740937_sat_26,DeepGlobe,True,189.0,102.0,6.0944126225476305,0.874362558119328
306,0306-a185,RSSCN7,True,154.0,175.0,1.1366522244128994,0.5950290199776722
307,0307-428327_sat_54,DeepGlobe,True,75.0,209.0,5.230804747528242,0.12878567664606633
308,0308-830444_sat_84,DeepGlobe,True,75.0,209.0,2.433367018423541,0.48211306860217584
309,0309-888343_sat_42,DeepGlobe,True,103.0,200.0,0.29489978948449047,0.224111506753491
310,0310-176225_sat_66,DeepGlobe,True,200.0,123.0,3.2782694695327983,0.9209468226867639
311,0311-e118,RSSCN7,True,43.0,155.0,1.5435885999054388,0.36379229001110025
312,0312-850510_sat_40,DeepGlobe,True,180.0,177.0,2.580857973883868,0.5996550227641475
313,0313-524518_sat_31,DeepGlobe,True,45.0,93.0,5.9426595581085,0.7970947509880608
314,0314-877160_sat_82,DeepGlobe,True,144.0,138.0,2.3553176255415162,0.5672557979754715
315,0315-33573_sat_05,DeepGlobe,False,,,,
316,0316-d224,RSSCN7,True,110.0,196.0,2.8813326274793054,0.49167645815592603
317,0317-a223,RSSCN7,True,169.0,136.0,1.4812008796807343,0.8729829922247129
318,0318-825816_sat_36,DeepGlobe,True,74.0,178.0,3.419039172364409,0.28205192340242546
319,0319-a289,RSSCN7,True,216.0,23.0,1.7337993027532912,0.42357491341843934
320,0320-d146,RSSCN7,False,,,,
321,0321-e276,RSSCN7,True,147.0,83.0,1.4826466251464092,0.7518596896266976
322,0322-877160_sat_43,DeepGlobe,True,146.0,102.0,5.149515947478055,0.28258153630562766
323,0323-841621_sat_61,DeepGlobe,False,,,,
324,0324-b352,RSSCN7,True,165.0,215.0,4.878157756042497,0.47859848520098697
325,0325-651312_sat_46,DeepGlobe,True,180.0,158.0,3.0856874017308344,0.4763893000063445
326,0326-499418_sat_63,DeepGlobe,True,218.0,106.0,2.9794099508983374,0.890322088606725
327,0327-a138,RSSCN7,False,,,,
328,0328-b027,RSSCN7,False,,,,
329,0329-d026,RSSCN7,True,40.0,174.0,2.020868578503373,0.3322362997797821
330,0330-15573_sat_75,DeepGlobe,False,,,,
331,0331-3484_sat_13,DeepGlobe,True,161.0,41.0,1.9407901521882973,0.18409458189626543
